intervention,target,T/K,p/bar,effect_measure,related_groups,median_absolute_hoa_difference,bootstrap_95_low_absolute_hoa_difference,bootstrap_95_high_absolute_hoa_difference,spearman_rho_heat_vs_adsorption_separation,bootstrap_95_low_rho,bootstrap_95_high_rho
linker_family_change,methane_storage_CH4,298.0,5.8,absolute_log_difference,3494,0.10400349999999992,0.10025075000000011,0.10848099999999983,0.35070514313943457,0.3193369904441208,0.38187574637652694
linker_family_change,methane_storage_CH4,298.0,5.8,standardized_absolute_difference,3494,0.10400349999999992,0.10029365000000004,0.10828199999999977,0.4075954901510643,0.376569282724598,0.43791751336063717
linker_family_change,methane_storage_CH4,298.0,65.0,absolute_log_difference,3494,0.10687800000000014,0.10234450000000006,0.111599,0.1978856850022601,0.16443153300809535,0.23102576701536015
linker_family_change,methane_storage_CH4,298.0,65.0,standardized_absolute_difference,3494,0.10687800000000014,0.10280199999999962,0.11157574999999986,-0.055744076738019205,-0.08958472746716828,-0.022105249336212475
linker_family_change,post_combustion_CO2,298.0,0.015,absolute_log_difference,3494,0.3337015000000001,0.3201740000000006,0.34770976250000013,0.5214950893776962,0.4947049187569317,0.5473883973312704
linker_family_change,post_combustion_CO2,298.0,0.015,standardized_absolute_difference,3494,0.3337015000000001,0.31969899999999996,0.34799300000000066,0.33770830751085945,0.3082987387509161,0.36810547687364625
linker_family_change,post_combustion_CO2,298.0,0.15,absolute_log_difference,3494,0.33683299999999994,0.3233705000000002,0.34947816250000024,0.31361646896140805,0.28160653668651864,0.34471365775118895
linker_family_change,post_combustion_CO2,298.0,0.15,standardized_absolute_difference,3494,0.33683299999999994,0.3235172500000003,0.34919600000000006,0.2861442140643546,0.2546310708602337,0.3167689955632397
linker_family_change,post_combustion_N2,298.0,0.075,absolute_log_difference,3494,0.079573,0.07609222500000001,0.08285468749999994,0.24428825810341948,0.2110051546926616,0.27691364583719263
linker_family_change,post_combustion_N2,298.0,0.075,standardized_absolute_difference,3494,0.079573,0.07609250000000001,0.08286199999999999,0.23397090945457197,0.20018446588131847,0.2675240308725874
linker_family_change,post_combustion_N2,298.0,0.75,absolute_log_difference,3494,0.08925500000000008,0.086314,0.0923586875,0.2369244571466889,0.20343615473738916,0.2696328674814499
linker_family_change,post_combustion_N2,298.0,0.75,standardized_absolute_difference,3494,0.08925500000000008,0.08628199999999997,0.09216925000000004,0.2078313577574882,0.17443567795598264,0.24108103495342187
linker_family_change,pre_combustion_CO2,313.0,0.4,absolute_log_difference,3494,0.30142100000000005,0.2919837499999999,0.3122514999999999,0.20556759922954645,0.17053741727131677,0.2384440498216225
linker_family_change,pre_combustion_CO2,313.0,0.4,standardized_absolute_difference,3494,0.30142100000000005,0.2919387499999998,0.3125920000000004,0.24481976469264835,0.21184869260593073,0.27652275090503176
linker_family_change,pre_combustion_CO2,313.0,16.0,absolute_log_difference,3491,0.46951800000000077,0.45043900000000026,0.48493699999999995,0.03865665724219017,0.005499219825073183,0.07238364238577362
linker_family_change,pre_combustion_CO2,313.0,16.0,standardized_absolute_difference,3491,0.46951800000000077,0.45017677500000003,0.4854609999999999,-0.10859728529568587,-0.14131549152990447,-0.07601433725809228
linker_family_change,pre_combustion_H2,313.0,0.6,absolute_log_difference,3494,0.030088000000000004,0.02905700000000011,0.031218500000000038,0.22575707534753636,0.19268001518925712,0.25866896013246876
linker_family_change,pre_combustion_H2,313.0,0.6,standardized_absolute_difference,3494,0.030088000000000004,0.02905800000000014,0.031222000000000083,-0.009337882713086918,-0.04209964279205787,0.025122560633600948
linker_family_change,pre_combustion_H2,313.0,24.0,absolute_log_difference,3491,0.19325899999999985,0.1843370000000002,0.2012155000000001,0.15586092082233802,0.12211812015101711,0.1891046870185301
linker_family_change,pre_combustion_H2,313.0,24.0,standardized_absolute_difference,3491,0.19325899999999985,0.1843370000000002,0.2012155000000001,-0.13450921813386751,-0.16806121857827735,-0.10160867723962642
metal_substitution,landfill_CH4,338.0,0.01,absolute_log_difference,453,0.07719200000000015,0.06774650000000015,0.0857730000000001,0.2341641610787596,0.13928534861909822,0.3251345062680663
metal_substitution,landfill_CH4,338.0,0.01,standardized_absolute_difference,453,0.07719200000000015,0.06787900000000002,0.0857730000000001,0.2064605394026284,0.1126604227878716,0.29737216119001136
metal_substitution,landfill_CH4,338.0,4.4,absolute_log_difference,453,0.30295000000000005,0.2612199999999998,0.33510499999999954,0.1891314411144396,0.0973750453054617,0.2769490485059322
metal_substitution,landfill_CH4,338.0,4.4,standardized_absolute_difference,453,0.30295000000000005,0.2612199999999998,0.33510499999999954,0.1672001478841949,0.07556811978036447,0.2570902282230754
metal_substitution,landfill_CO2,338.0,0.26,absolute_log_difference,453,0.27908199999999983,0.249784,0.30868699999999993,0.34400282859504083,0.2509491413778226,0.4323418757741462
metal_substitution,landfill_CO2,338.0,0.26,standardized_absolute_difference,453,0.27908199999999983,0.249784,0.30738537499999935,0.23820315023283758,0.1472499623125241,0.3243012158813004
metal_substitution,landfill_CO2,338.0,3.2,absolute_log_difference,453,0.5005819999999996,0.45431699999999964,0.5437500000000002,0.010871089027163137,-0.07910818721301392,0.1019516654249766
metal_substitution,landfill_CO2,338.0,3.2,standardized_absolute_difference,453,0.5005819999999996,0.45431699999999964,0.5437500000000002,0.03462589145537619,-0.058665855666070896,0.127753078972501
metal_substitution,methane_purification_CH4,298.0,0.9,absolute_log_difference,453,0.11624100000000004,0.10395600000000016,0.12946299999999988,0.24583978885193797,0.15654063216615272,0.329935342739374
metal_substitution,methane_purification_CH4,298.0,0.9,standardized_absolute_difference,453,0.11624100000000004,0.10193399999999997,0.12946299999999988,0.358354153214532,0.27348943189374897,0.43530758561301347
metal_substitution,methane_purification_CH4,298.0,9.0,absolute_log_difference,453,0.3411550000000001,0.2873459999999999,0.37915500000000035,0.15867189252784641,0.06376495269900123,0.2505904330646134
metal_substitution,methane_purification_CH4,298.0,9.0,standardized_absolute_difference,453,0.3411550000000001,0.2873459999999999,0.3792730000000004,0.11237365750815649,0.018186188701724244,0.2029064212728973
metal_substitution,methane_purification_CO2,298.0,0.1,absolute_log_difference,453,0.43596199999999996,0.39803500000000014,0.4653320000000001,0.27215235789834047,0.18263318529739755,0.36170746661343406
metal_substitution,methane_purification_CO2,298.0,0.1,standardized_absolute_difference,453,0.43596199999999996,0.39803500000000014,0.4653320000000001,0.21911291618934728,0.13224117317011247,0.30396589457226886
metal_substitution,methane_purification_CO2,298.0,1.0,absolute_log_difference,453,0.7570390000000007,0.6448020000000003,0.8546580000000001,-0.04362454660766101,-0.12993340332230752,0.043920687921167746
metal_substitution,methane_purification_CO2,298.0,1.0,standardized_absolute_difference,453,0.7570390000000007,0.6448020000000003,0.8546580000000001,0.01810174319011097,-0.07574179307022066,0.10923283180286594
metal_substitution,methane_storage_CH4,298.0,5.8,absolute_log_difference,453,0.07011900000000004,0.06258899999999956,0.07846949999999997,0.025183494168910917,-0.06481591970824627,0.11491179050585464
metal_substitution,methane_storage_CH4,298.0,5.8,standardized_absolute_difference,453,0.07011900000000004,0.06258899999999956,0.07846949999999997,0.054037113757655124,-0.036818612097084535,0.14761435788794644
metal_substitution,methane_storage_CH4,298.0,65.0,absolute_log_difference,453,0.10367700000000024,0.09224800000000011,0.12283400000000011,0.06082008601965095,-0.03331130673485764,0.15633186423111445
metal_substitution,methane_storage_CH4,298.0,65.0,standardized_absolute_difference,453,0.10367700000000024,0.09224800000000011,0.12283400000000011,-0.33119206108665666,-0.41429047495387455,-0.24466764353081571
metal_substitution,post_combustion_CO2,298.0,0.015,absolute_log_difference,453,0.3268120000000003,0.2862039999999997,0.361167,0.5104923423198972,0.42733724055944455,0.5863239105365975
metal_substitution,post_combustion_CO2,298.0,0.015,standardized_absolute_difference,453,0.3268120000000003,0.2862039999999997,0.361167,0.2535225121930881,0.16254898250919284,0.3386425642350728
metal_substitution,post_combustion_CO2,298.0,0.15,absolute_log_difference,453,0.32261000000000006,0.30009500000000067,0.3642219999999998,0.32030947246289404,0.22625406772129372,0.409593899231577
metal_substitution,post_combustion_CO2,298.0,0.15,standardized_absolute_difference,453,0.32261000000000006,0.30009500000000067,0.3642219999999998,0.14299172721149223,0.051344559108246604,0.23602648189163758
metal_substitution,post_combustion_N2,298.0,0.075,absolute_log_difference,453,0.08367000000000013,0.07526099999999976,0.0933670000000002,0.4510731285794727,0.3618920871916972,0.5327664165135302
metal_substitution,post_combustion_N2,298.0,0.075,standardized_absolute_difference,453,0.08367000000000013,0.07502699999999995,0.0933670000000002,0.46732486075667234,0.38159929894617745,0.547261859073039
metal_substitution,post_combustion_N2,298.0,0.75,absolute_log_difference,453,0.09851900000000002,0.08899900000000005,0.11553699999999978,0.4509542377419158,0.3593426355753109,0.5340315529538279
metal_substitution,post_combustion_N2,298.0,0.75,standardized_absolute_difference,453,0.09851900000000002,0.08899900000000005,0.11553699999999978,0.47572208033025604,0.3876567054402098,0.5571679610117874
metal_substitution,pre_combustion_CO2,313.0,0.4,absolute_log_difference,453,0.3143045,0.272729,0.34132100000000065,0.25847578073586336,0.1650624453996762,0.34760993339739754
metal_substitution,pre_combustion_CO2,313.0,0.4,standardized_absolute_difference,453,0.3143045,0.2769820000000003,0.34132100000000065,0.16905076574219252,0.0795134518631968,0.2556428956676391
metal_substitution,pre_combustion_CO2,313.0,16.0,absolute_log_difference,452,0.5365205,0.4822180000000005,0.6318485,-0.23442848356546944,-0.317308733816422,-0.14836244095274845
metal_substitution,pre_combustion_CO2,313.0,16.0,standardized_absolute_difference,452,0.5365205,0.48072599999999976,0.6318485,-0.3402678972525581,-0.4178822869518519,-0.25774342161792524
metal_substitution,pre_combustion_H2,313.0,0.6,absolute_log_difference,453,0.026337999999999973,0.02369599999999994,0.02931399999999984,0.2016693254668305,0.1025957754213516,0.2947973405270739
metal_substitution,pre_combustion_H2,313.0,0.6,standardized_absolute_difference,453,0.026337999999999973,0.02369599999999994,0.02909699999999993,-0.11699589277929864,-0.2071367667220257,-0.027771116879236214
metal_substitution,pre_combustion_H2,313.0,24.0,absolute_log_difference,452,0.17391475,0.15206500000000012,0.193008,0.23891076411363493,0.14818231577650884,0.3267951753929713
metal_substitution,pre_combustion_H2,313.0,24.0,standardized_absolute_difference,452,0.17391475,0.1518585,0.193008,-0.15465355790520924,-0.24196685570773527,-0.0652980850483133
