intervention,target,T/K,p/bar,effect_measure,related_groups,median_absolute_hoa_difference,bootstrap_95_low_absolute_hoa_difference,bootstrap_95_high_absolute_hoa_difference,spearman_rho_heat_vs_adsorption_separation,bootstrap_95_low_rho,bootstrap_95_high_rho,y
metal_substitution,methane_purification_CH4,298.0,0.9,standardized_absolute_difference,453,0.116241,0.1019339999999999,0.1294629999999998,0.358354153214532,0.2734894318937489,0.4353075856130134,4
metal_substitution,methane_purification_CH4,298.0,9.0,standardized_absolute_difference,453,0.3411550000000001,0.2873459999999999,0.3792730000000004,0.1123736575081564,0.0181861887017242,0.2029064212728973,5
metal_substitution,methane_purification_CO2,298.0,0.1,standardized_absolute_difference,453,0.4359619999999999,0.3980350000000001,0.4653320000000001,0.2191129161893472,0.1322411731701124,0.3039658945722688,6
metal_substitution,methane_purification_CO2,298.0,1.0,standardized_absolute_difference,453,0.7570390000000007,0.6448020000000003,0.8546580000000001,0.0181017431901109,-0.0757417930702206,0.1092328318028659,7
metal_substitution,methane_storage_CH4,298.0,5.8,standardized_absolute_difference,453,0.070119,0.0625889999999995,0.0784694999999999,0.0540371137576551,-0.0368186120970845,0.1476143578879464,8
metal_substitution,methane_storage_CH4,298.0,65.0,standardized_absolute_difference,453,0.1036770000000002,0.0922480000000001,0.1228340000000001,-0.3311920610866566,-0.4142904749538745,-0.2446676435308157,9
metal_substitution,post_combustion_CO2,298.0,0.015,standardized_absolute_difference,453,0.3268120000000003,0.2862039999999997,0.361167,0.2535225121930881,0.1625489825091928,0.3386425642350728,10
metal_substitution,post_combustion_CO2,298.0,0.15,standardized_absolute_difference,453,0.32261,0.3000950000000006,0.3642219999999998,0.1429917272114922,0.0513445591082466,0.2360264818916375,11
metal_substitution,post_combustion_N2,298.0,0.075,standardized_absolute_difference,453,0.0836700000000001,0.0750269999999999,0.0933670000000002,0.4673248607566723,0.3815992989461774,0.547261859073039,12
metal_substitution,post_combustion_N2,298.0,0.75,standardized_absolute_difference,453,0.098519,0.088999,0.1155369999999997,0.475722080330256,0.3876567054402098,0.5571679610117874,13
metal_substitution,pre_combustion_CO2,313.0,0.4,standardized_absolute_difference,453,0.3143045,0.2769820000000003,0.3413210000000006,0.1690507657421925,0.0795134518631968,0.2556428956676391,14
metal_substitution,pre_combustion_CO2,313.0,16.0,standardized_absolute_difference,452,0.5365205,0.4807259999999997,0.6318485,-0.3402678972525581,-0.4178822869518519,-0.2577434216179252,15
metal_substitution,pre_combustion_H2,313.0,0.6,standardized_absolute_difference,453,0.0263379999999999,0.0236959999999999,0.0290969999999999,-0.1169958927792986,-0.2071367667220257,-0.0277711168792362,16
metal_substitution,pre_combustion_H2,313.0,24.0,standardized_absolute_difference,452,0.17391475,0.1518585,0.193008,-0.1546535579052092,-0.2419668557077352,-0.0652980850483133,17
