frozen_case_pair_key,id_a,id_b,pair_lo,pair_hi,intervention,chemical_class,geometry_tier,topology,Dimensionality,metals_a,metals_b,metal_site_count_a_x,metal_site_count_b_x,metal_site_count_ratio,Di_diff,Df_diff,Dif_diff,Density_diff,UC_volume_diff,AVAf_diff,POAVAf_diff,member_path_a,status_a,metal_a,metal_site_count_a_y,default_signature_a,geometry_signature_a,within_framework_stable_a,default_warning_count_a,geometry_warning_count_a,failed_site_count_a,error_a,member_path_b,status_b,metal_b,metal_site_count_b_y,default_signature_b,geometry_signature_b,within_framework_stable_b,default_warning_count_b,geometry_warning_count_b,failed_site_count_b,error_b,coordination_class,transition,metal_site_count_a,metal_site_count_b,linker_cluster_a,linker_cluster_b,functional_cluster_a,functional_cluster_b,variant_a,variant_b,variant_lo,variant_hi,tier,tier_order,fraction_Di_diff,fraction_Df_diff,fraction_Dif_diff,fraction_Density_diff,fraction_UC_volume_diff,fraction_AVAf_diff,fraction_POAVAf_diff,residual_geometry_score,maximum_fraction_of_limit,related_group_id,pair_key,process,uptake_a,working_capacity_a,selectivity_a,uptake_valid_a,working_capacity_valid_a,selectivity_valid_a,uptake_b,working_capacity_b,selectivity_b,uptake_valid_b,working_capacity_valid_b,selectivity_valid_b,uptake_pair_complete,working_capacity_pair_complete,selectivity_pair_complete,absolute_uptake_difference,absolute_working_capacity_difference,absolute_selectivity_difference,working_capacity_change_oriented_by_uptake,selectivity_change_oriented_by_uptake,uptake_working_capacity_concordant,uptake_selectivity_concordant
DB0-m9_o17_o27_f0_sra.sym.116 || DB0-m9_o17_o27_f0_sra.sym.117,DB0-m9_o17_o27_f0_sra.sym.117,DB0-m9_o17_o27_f0_sra.sym.116,DB0-m9_o17_o27_f0_sra.sym.116,DB0-m9_o17_o27_f0_sra.sym.117,functional_motif_change,composition_clean,stringent,sra,3D framework,V,V,,,1.0,0.0057643525019912,0.0134790778368874,0.0034788623882087,3.7855227252037794e-05,3.907570918658174e-05,0.00844,0.003,,,,,,,,,,,,,,,,,,,,,,,,-2360 <-> 15980,4.0,4.0,,,15980.0,-2360.0,DB0-m9_o17_o27_f0_sra.sym.117,DB0-m9_o17_o27_f0_sra.sym.116,DB0-m9_o17_o27_f0_sra.sym.116,DB0-m9_o17_o27_f0_sra.sym.117,primary,3,0.1921450833997089,0.4493025945629137,0.1159620796069596,0.0007571045450407,0.0007815141837316,0.2813333333333334,0.1,0.2208391097863439,0.4493025945629137,group_10e31f969d7a11a5,DB0-m9_o17_o27_f0_sra.sym.116 || DB0-m9_o17_o27_f0_sra.sym.117,landfill-gas-vpsa,3.662342,3.320217,3.325758,True,True,True,3.314074,3.039556,3.052397,True,True,True,True,True,True,0.348268,0.2806609999999998,0.2733609999999999,0.2806609999999998,0.2733609999999999,True,True
DB0-m3_o11_o17_f0_pcu.sym.32 || DB0-m3_o12_o20_f0_pcu.sym.24,DB0-m3_o11_o17_f0_pcu.sym.32,DB0-m3_o12_o20_f0_pcu.sym.24,DB0-m3_o11_o17_f0_pcu.sym.32,DB0-m3_o12_o20_f0_pcu.sym.24,linker_family_change,composition_clean,stringent,pcu,3D framework,Zn,Zn,,,1.0,0.0269000279114057,0.0146840445762403,0.0269000279114057,0.0274941295268369,0.0172211136320149,0.0201,0.0115,,,,,,,,,,,,,,,,,,,,,,,,-49301 <-> -6941,2.0,2.0,-6941.0,-49301.0,,,DB0-m3_o11_o17_f0_pcu.sym.32,DB0-m3_o12_o20_f0_pcu.sym.24,DB0-m3_o11_o17_f0_pcu.sym.32,DB0-m3_o12_o20_f0_pcu.sym.24,primary,3,0.8966675970468596,0.4894681525413436,0.8966675970468596,0.5498825905367385,0.344422272640299,0.6700000000000003,0.3833333333333355,0.6396926316878805,0.8966675970468596,group_9cf7a1497661e7ac,DB0-m3_o11_o17_f0_pcu.sym.32 || DB0-m3_o12_o20_f0_pcu.sym.24,methane-storage-psa,16.053469,11.472906,,True,True,False,11.393647,9.724116,,True,True,False,True,True,False,4.659822,1.7487899999999996,,1.7487899999999996,,True,
DB0-m3_o11_o17_f0_pcu.sym.32 || DB0-m3_o12_o20_f0_pcu.sym.24,DB0-m3_o11_o17_f0_pcu.sym.32,DB0-m3_o12_o20_f0_pcu.sym.24,DB0-m3_o11_o17_f0_pcu.sym.32,DB0-m3_o12_o20_f0_pcu.sym.24,linker_family_change,composition_clean,stringent,pcu,3D framework,Zn,Zn,,,1.0,0.0269000279114057,0.0146840445762403,0.0269000279114057,0.0274941295268369,0.0172211136320149,0.0201,0.0115,,,,,,,,,,,,,,,,,,,,,,,,-49301 <-> -6941,2.0,2.0,-6941.0,-49301.0,,,DB0-m3_o11_o17_f0_pcu.sym.32,DB0-m3_o12_o20_f0_pcu.sym.24,DB0-m3_o11_o17_f0_pcu.sym.32,DB0-m3_o12_o20_f0_pcu.sym.24,primary,3,0.8966675970468596,0.4894681525413436,0.8966675970468596,0.5498825905367385,0.344422272640299,0.6700000000000003,0.3833333333333355,0.6396926316878805,0.8966675970468596,group_9cf7a1497661e7ac,DB0-m3_o11_o17_f0_pcu.sym.32 || DB0-m3_o12_o20_f0_pcu.sym.24,natural-gas-purification,4.30614,3.851941,6.193728,True,True,True,1.675407,1.513272,5.701491,True,True,True,True,True,True,2.630733,2.3386690000000003,0.4922370000000002,2.3386690000000003,0.4922370000000002,True,True
DB0-m3_o11_o17_f0_pcu.sym.32 || DB0-m3_o12_o20_f0_pcu.sym.24,DB0-m3_o11_o17_f0_pcu.sym.32,DB0-m3_o12_o20_f0_pcu.sym.24,DB0-m3_o11_o17_f0_pcu.sym.32,DB0-m3_o12_o20_f0_pcu.sym.24,linker_family_change,composition_clean,stringent,pcu,3D framework,Zn,Zn,,,1.0,0.0269000279114057,0.0146840445762403,0.0269000279114057,0.0274941295268369,0.0172211136320149,0.0201,0.0115,,,,,,,,,,,,,,,,,,,,,,,,-49301 <-> -6941,2.0,2.0,-6941.0,-49301.0,,,DB0-m3_o11_o17_f0_pcu.sym.32,DB0-m3_o12_o20_f0_pcu.sym.24,DB0-m3_o11_o17_f0_pcu.sym.32,DB0-m3_o12_o20_f0_pcu.sym.24,primary,3,0.8966675970468596,0.4894681525413436,0.8966675970468596,0.5498825905367385,0.344422272640299,0.6700000000000003,0.3833333333333355,0.6396926316878805,0.8966675970468596,group_9cf7a1497661e7ac,DB0-m3_o11_o17_f0_pcu.sym.32 || DB0-m3_o12_o20_f0_pcu.sym.24,post-combustion-vsa,0.628294,0.544521,11.16723,True,True,True,0.282828,0.224918,4.386305,True,True,True,True,True,True,0.345466,0.319603,6.780925,0.319603,6.780925,True,True
DB0-m3_o11_o17_f0_pcu.sym.32 || DB0-m3_o12_o20_f0_pcu.sym.24,DB0-m3_o11_o17_f0_pcu.sym.32,DB0-m3_o12_o20_f0_pcu.sym.24,DB0-m3_o11_o17_f0_pcu.sym.32,DB0-m3_o12_o20_f0_pcu.sym.24,linker_family_change,composition_clean,stringent,pcu,3D framework,Zn,Zn,,,1.0,0.0269000279114057,0.0146840445762403,0.0269000279114057,0.0274941295268369,0.0172211136320149,0.0201,0.0115,,,,,,,,,,,,,,,,,,,,,,,,-49301 <-> -6941,2.0,2.0,-6941.0,-49301.0,,,DB0-m3_o11_o17_f0_pcu.sym.32,DB0-m3_o12_o20_f0_pcu.sym.24,DB0-m3_o11_o17_f0_pcu.sym.32,DB0-m3_o12_o20_f0_pcu.sym.24,primary,3,0.8966675970468596,0.4894681525413436,0.8966675970468596,0.5498825905367385,0.344422272640299,0.6700000000000003,0.3833333333333355,0.6396926316878805,0.8966675970468596,group_9cf7a1497661e7ac,DB0-m3_o11_o17_f0_pcu.sym.32 || DB0-m3_o12_o20_f0_pcu.sym.24,pre-combustion-40-40,20.838192,19.612653,152.486373,True,True,True,16.568752,16.143957,62.245539,True,True,True,True,True,True,4.26944,3.4686960000000013,90.24083399999998,3.4686960000000013,90.24083399999998,True,True
DB0-m3_o152_o155_f0_fsc.sym.27 || DB0-m3_o440_o155_f0_fsc.sym.26,DB0-m3_o440_o155_f0_fsc.sym.26,DB0-m3_o152_o155_f0_fsc.sym.27,DB0-m3_o152_o155_f0_fsc.sym.27,DB0-m3_o440_o155_f0_fsc.sym.26,linker_family_change,composition_clean,stringent,fsc,3D framework,Zn,Zn,,,1.0,0.0206435786360789,0.0026325185927608,0.0206435786360789,0.0002292082825522,0.039506784619002,0.0185799999999999,0.0074999999999999,,,,,,,,,,,,,,,,,,,,,,,,55140 <-> 60577,2.0,2.0,60577.0,55140.0,,,DB0-m3_o440_o155_f0_fsc.sym.26,DB0-m3_o152_o155_f0_fsc.sym.27,DB0-m3_o152_o155_f0_fsc.sym.27,DB0-m3_o440_o155_f0_fsc.sym.26,primary,3,0.6881192878692985,0.0877506197586949,0.6881192878692985,0.0045841656510444,0.7901356923800409,0.6193333333333328,0.2499999999999984,0.5378695652650525,0.7901356923800409,group_2a2170e12da86c0a,DB0-m3_o152_o155_f0_fsc.sym.27 || DB0-m3_o440_o155_f0_fsc.sym.26,landfill-gas-vpsa,7.11357,5.932014,5.17745,True,True,True,7.497609,5.806809,4.95826,True,True,True,True,True,True,0.3840389999999996,0.1252049999999993,0.2191900000000002,-0.1252049999999993,-0.2191900000000002,False,False
DB0-m3_o152_o155_f0_fsc.sym.27 || DB0-m3_o440_o155_f0_fsc.sym.26,DB0-m3_o440_o155_f0_fsc.sym.26,DB0-m3_o152_o155_f0_fsc.sym.27,DB0-m3_o152_o155_f0_fsc.sym.27,DB0-m3_o440_o155_f0_fsc.sym.26,linker_family_change,composition_clean,stringent,fsc,3D framework,Zn,Zn,,,1.0,0.0206435786360789,0.0026325185927608,0.0206435786360789,0.0002292082825522,0.039506784619002,0.0185799999999999,0.0074999999999999,,,,,,,,,,,,,,,,,,,,,,,,55140 <-> 60577,2.0,2.0,60577.0,55140.0,,,DB0-m3_o440_o155_f0_fsc.sym.26,DB0-m3_o152_o155_f0_fsc.sym.27,DB0-m3_o152_o155_f0_fsc.sym.27,DB0-m3_o440_o155_f0_fsc.sym.26,primary,3,0.6881192878692985,0.0877506197586949,0.6881192878692985,0.0045841656510444,0.7901356923800409,0.6193333333333328,0.2499999999999984,0.5378695652650525,0.7901356923800409,group_2a2170e12da86c0a,DB0-m3_o152_o155_f0_fsc.sym.27 || DB0-m3_o440_o155_f0_fsc.sym.26,methane-storage-psa,12.592898,5.486067,,True,True,False,13.070619,5.240681,,True,True,False,True,True,False,0.4777210000000007,0.2453859999999998,,-0.2453859999999998,,False,
DB0-m3_o152_o155_f0_fsc.sym.27 || DB0-m3_o440_o155_f0_fsc.sym.26,DB0-m3_o440_o155_f0_fsc.sym.26,DB0-m3_o152_o155_f0_fsc.sym.27,DB0-m3_o152_o155_f0_fsc.sym.27,DB0-m3_o440_o155_f0_fsc.sym.26,linker_family_change,composition_clean,stringent,fsc,3D framework,Zn,Zn,,,1.0,0.0206435786360789,0.0026325185927608,0.0206435786360789,0.0002292082825522,0.039506784619002,0.0185799999999999,0.0074999999999999,,,,,,,,,,,,,,,,,,,,,,,,55140 <-> 60577,2.0,2.0,60577.0,55140.0,,,DB0-m3_o440_o155_f0_fsc.sym.26,DB0-m3_o152_o155_f0_fsc.sym.27,DB0-m3_o152_o155_f0_fsc.sym.27,DB0-m3_o440_o155_f0_fsc.sym.26,primary,3,0.6881192878692985,0.0877506197586949,0.6881192878692985,0.0045841656510444,0.7901356923800409,0.6193333333333328,0.2499999999999984,0.5378695652650525,0.7901356923800409,group_2a2170e12da86c0a,DB0-m3_o152_o155_f0_fsc.sym.27 || DB0-m3_o440_o155_f0_fsc.sym.26,natural-gas-purification,4.967141,3.687306,7.998975,True,True,True,5.310852,3.589973,7.580223,True,True,True,True,True,True,0.3437109999999999,0.0973329999999998,0.4187519999999995,-0.0973329999999998,-0.4187519999999995,False,False
DB0-m3_o152_o155_f0_fsc.sym.27 || DB0-m3_o440_o155_f0_fsc.sym.26,DB0-m3_o440_o155_f0_fsc.sym.26,DB0-m3_o152_o155_f0_fsc.sym.27,DB0-m3_o152_o155_f0_fsc.sym.27,DB0-m3_o440_o155_f0_fsc.sym.26,linker_family_change,composition_clean,stringent,fsc,3D framework,Zn,Zn,,,1.0,0.0206435786360789,0.0026325185927608,0.0206435786360789,0.0002292082825522,0.039506784619002,0.0185799999999999,0.0074999999999999,,,,,,,,,,,,,,,,,,,,,,,,55140 <-> 60577,2.0,2.0,60577.0,55140.0,,,DB0-m3_o440_o155_f0_fsc.sym.26,DB0-m3_o152_o155_f0_fsc.sym.27,DB0-m3_o152_o155_f0_fsc.sym.27,DB0-m3_o440_o155_f0_fsc.sym.26,primary,3,0.6881192878692985,0.0877506197586949,0.6881192878692985,0.0045841656510444,0.7901356923800409,0.6193333333333328,0.2499999999999984,0.5378695652650525,0.7901356923800409,group_2a2170e12da86c0a,DB0-m3_o152_o155_f0_fsc.sym.27 || DB0-m3_o440_o155_f0_fsc.sym.26,post-combustion-vsa,2.086371,1.820582,62.95998,True,True,True,2.453397,2.18414,66.083415,True,True,True,True,True,True,0.3670259999999996,0.3635580000000002,3.1234350000000006,0.3635580000000002,3.1234350000000006,True,True
DB0-m3_o152_o155_f0_fsc.sym.27 || DB0-m3_o440_o155_f0_fsc.sym.26,DB0-m3_o440_o155_f0_fsc.sym.26,DB0-m3_o152_o155_f0_fsc.sym.27,DB0-m3_o152_o155_f0_fsc.sym.27,DB0-m3_o440_o155_f0_fsc.sym.26,linker_family_change,composition_clean,stringent,fsc,3D framework,Zn,Zn,,,1.0,0.0206435786360789,0.0026325185927608,0.0206435786360789,0.0002292082825522,0.039506784619002,0.0185799999999999,0.0074999999999999,,,,,,,,,,,,,,,,,,,,,,,,55140 <-> 60577,2.0,2.0,60577.0,55140.0,,,DB0-m3_o440_o155_f0_fsc.sym.26,DB0-m3_o152_o155_f0_fsc.sym.27,DB0-m3_o152_o155_f0_fsc.sym.27,DB0-m3_o440_o155_f0_fsc.sym.26,primary,3,0.6881192878692985,0.0877506197586949,0.6881192878692985,0.0045841656510444,0.7901356923800409,0.6193333333333328,0.2499999999999984,0.5378695652650525,0.7901356923800409,group_2a2170e12da86c0a,DB0-m3_o152_o155_f0_fsc.sym.27 || DB0-m3_o440_o155_f0_fsc.sym.26,pre-combustion-40-40,14.616756,11.237285,172.060816,True,True,True,14.99405,10.776492,168.837121,True,True,True,True,True,True,0.3772939999999991,0.4607930000000007,3.223694999999992,-0.4607930000000007,-3.223694999999992,False,False
DB0-m2_o6_o27_f0_nbo.sym.30 || DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m3_o6_o27_f0_nbo.sym.33,metal_substitution,composition_clean_coordination_pending,stringent,nbo,3D framework,Zn,Cu,12.0,12.0,1.0,0.0252640747546444,0.0161590764962068,0.003108645158798,0.0249342850905653,0.030479663203126,0.0038599999999999,0.0,ARCMOF_20241004/DB0-m3_o6_o27_f0_nbo.sym.33_repeat.cif,ok,Zn,12.0,4;4;4;4;4;4;4;4;5;5;5;5,4;4;4;4;4;4;4;4;4;4;4;4,False,286.0,286.0,0.0,,ARCMOF_20241004/DB0-m2_o6_o27_f0_nbo.sym.30_repeat.cif,ok,Cu,12.0,4;4;4;4;4;4;4;4;5;5;5;5,4;4;4;4;4;4;4;4;4;4;4;4,False,324.0,324.0,0.0,,coordination_compatible,Cu <-> Zn,,,,,,,DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m3_o6_o27_f0_nbo.sym.33,primary,3,0.8421358251548156,0.5386358832068966,0.1036215052932687,0.4986857018113066,0.6095932640625199,0.1286666666666658,0.0,0.4850486377584125,0.8421358251548156,group_fce9441f15c67065,DB0-m2_o6_o27_f0_nbo.sym.30 || DB0-m3_o6_o27_f0_nbo.sym.33,landfill-gas-vpsa,2.845885,2.524628,2.191021,True,True,True,1.906035,1.638649,1.197057,True,True,True,True,True,True,0.93985,0.8859789999999998,0.993964,0.8859789999999998,0.993964,True,True
DB0-m2_o6_o27_f0_nbo.sym.30 || DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m3_o6_o27_f0_nbo.sym.33,metal_substitution,composition_clean_coordination_pending,stringent,nbo,3D framework,Zn,Cu,12.0,12.0,1.0,0.0252640747546444,0.0161590764962068,0.003108645158798,0.0249342850905653,0.030479663203126,0.0038599999999999,0.0,ARCMOF_20241004/DB0-m3_o6_o27_f0_nbo.sym.33_repeat.cif,ok,Zn,12.0,4;4;4;4;4;4;4;4;5;5;5;5,4;4;4;4;4;4;4;4;4;4;4;4,False,286.0,286.0,0.0,,ARCMOF_20241004/DB0-m2_o6_o27_f0_nbo.sym.30_repeat.cif,ok,Cu,12.0,4;4;4;4;4;4;4;4;5;5;5;5,4;4;4;4;4;4;4;4;4;4;4;4,False,324.0,324.0,0.0,,coordination_compatible,Cu <-> Zn,,,,,,,DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m3_o6_o27_f0_nbo.sym.33,primary,3,0.8421358251548156,0.5386358832068966,0.1036215052932687,0.4986857018113066,0.6095932640625199,0.1286666666666658,0.0,0.4850486377584125,0.8421358251548156,group_fce9441f15c67065,DB0-m2_o6_o27_f0_nbo.sym.30 || DB0-m3_o6_o27_f0_nbo.sym.33,methane-storage-psa,32.684095,29.681874,,True,True,False,31.852982,28.76761,,True,True,False,True,True,False,0.8311129999999984,0.9142639999999992,,0.9142639999999992,,True,
DB0-m2_o6_o27_f0_nbo.sym.30 || DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m3_o6_o27_f0_nbo.sym.33,metal_substitution,composition_clean_coordination_pending,stringent,nbo,3D framework,Zn,Cu,12.0,12.0,1.0,0.0252640747546444,0.0161590764962068,0.003108645158798,0.0249342850905653,0.030479663203126,0.0038599999999999,0.0,ARCMOF_20241004/DB0-m3_o6_o27_f0_nbo.sym.33_repeat.cif,ok,Zn,12.0,4;4;4;4;4;4;4;4;5;5;5;5,4;4;4;4;4;4;4;4;4;4;4;4,False,286.0,286.0,0.0,,ARCMOF_20241004/DB0-m2_o6_o27_f0_nbo.sym.30_repeat.cif,ok,Cu,12.0,4;4;4;4;4;4;4;4;5;5;5;5,4;4;4;4;4;4;4;4;4;4;4;4,False,324.0,324.0,0.0,,coordination_compatible,Cu <-> Zn,,,,,,,DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m3_o6_o27_f0_nbo.sym.33,primary,3,0.8421358251548156,0.5386358832068966,0.1036215052932687,0.4986857018113066,0.6095932640625199,0.1286666666666658,0.0,0.4850486377584125,0.8421358251548156,group_fce9441f15c67065,DB0-m2_o6_o27_f0_nbo.sym.30 || DB0-m3_o6_o27_f0_nbo.sym.33,natural-gas-purification,1.826457,1.635366,3.405735,True,True,True,1.155214,0.940605,2.211201,True,True,True,True,True,True,0.671243,0.6947610000000001,1.194534,0.6947610000000001,1.194534,True,True
DB0-m2_o6_o27_f0_nbo.sym.30 || DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m3_o6_o27_f0_nbo.sym.33,metal_substitution,composition_clean_coordination_pending,stringent,nbo,3D framework,Zn,Cu,12.0,12.0,1.0,0.0252640747546444,0.0161590764962068,0.003108645158798,0.0249342850905653,0.030479663203126,0.0038599999999999,0.0,ARCMOF_20241004/DB0-m3_o6_o27_f0_nbo.sym.33_repeat.cif,ok,Zn,12.0,4;4;4;4;4;4;4;4;5;5;5;5,4;4;4;4;4;4;4;4;4;4;4;4,False,286.0,286.0,0.0,,ARCMOF_20241004/DB0-m2_o6_o27_f0_nbo.sym.30_repeat.cif,ok,Cu,12.0,4;4;4;4;4;4;4;4;5;5;5;5,4;4;4;4;4;4;4;4;4;4;4;4,False,324.0,324.0,0.0,,coordination_compatible,Cu <-> Zn,,,,,,,DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m3_o6_o27_f0_nbo.sym.33,primary,3,0.8421358251548156,0.5386358832068966,0.1036215052932687,0.4986857018113066,0.6095932640625199,0.1286666666666658,0.0,0.4850486377584125,0.8421358251548156,group_fce9441f15c67065,DB0-m2_o6_o27_f0_nbo.sym.30 || DB0-m3_o6_o27_f0_nbo.sym.33,post-combustion-vsa,0.333299,0.274765,1.054975,True,True,True,0.227555,0.174264,0.382315,True,True,True,True,True,True,0.105744,0.1005009999999999,0.67266,0.1005009999999999,0.67266,True,True
DB0-m2_o6_o27_f0_nbo.sym.30 || DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m3_o6_o27_f0_nbo.sym.33,metal_substitution,composition_clean_coordination_pending,stringent,nbo,3D framework,Zn,Cu,12.0,12.0,1.0,0.0252640747546444,0.0161590764962068,0.003108645158798,0.0249342850905653,0.030479663203126,0.0038599999999999,0.0,ARCMOF_20241004/DB0-m3_o6_o27_f0_nbo.sym.33_repeat.cif,ok,Zn,12.0,4;4;4;4;4;4;4;4;5;5;5;5,4;4;4;4;4;4;4;4;4;4;4;4,False,286.0,286.0,0.0,,ARCMOF_20241004/DB0-m2_o6_o27_f0_nbo.sym.30_repeat.cif,ok,Cu,12.0,4;4;4;4;4;4;4;4;5;5;5;5,4;4;4;4;4;4;4;4;4;4;4;4,False,324.0,324.0,0.0,,coordination_compatible,Cu <-> Zn,,,,,,,DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m2_o6_o27_f0_nbo.sym.30,DB0-m3_o6_o27_f0_nbo.sym.33,primary,3,0.8421358251548156,0.5386358832068966,0.1036215052932687,0.4986857018113066,0.6095932640625199,0.1286666666666658,0.0,0.4850486377584125,0.8421358251548156,group_fce9441f15c67065,DB0-m2_o6_o27_f0_nbo.sym.30 || DB0-m3_o6_o27_f0_nbo.sym.33,pre-combustion-40-40,16.394988,15.880737,5.32146,True,True,True,13.380552,12.993774,4.393471,True,True,True,True,True,True,3.0144360000000017,2.886963,0.9279890000000002,2.886963,0.9279890000000002,True,True
DB0-m2_o7_o7_f0_nbo.sym.45 || DB0-m3_o7_o7_f0_nbo.sym.48,DB0-m3_o7_o7_f0_nbo.sym.48,DB0-m2_o7_o7_f0_nbo.sym.45,DB0-m2_o7_o7_f0_nbo.sym.45,DB0-m3_o7_o7_f0_nbo.sym.48,metal_substitution,composition_clean_coordination_pending,stringent,nbo,3D framework,Zn,Cu,12.0,12.0,1.0,0.0181592271535832,0.0118798970369264,0.0181062288489456,0.0276896782957983,0.0299081141699525,0.0199799999999999,0.0134999999999999,ARCMOF_20241004/DB0-m3_o7_o7_f0_nbo.sym.48_repeat.cif,ok,Zn,12.0,4;4;4;4;4;4;4;4;4;4;4;4,4;4;4;4;4;4;4;4;4;4;4;4,True,276.0,276.0,0.0,,ARCMOF_20241004/DB0-m2_o7_o7_f0_nbo.sym.45_repeat.cif,ok,Cu,12.0,4;4;4;4;4;4;4;4;4;4;4;4,4;4;4;4;4;4;4;4;4;4;4;4,True,324.0,324.0,0.0,,coordination_compatible,Cu <-> Zn,,,,,,,DB0-m3_o7_o7_f0_nbo.sym.48,DB0-m2_o7_o7_f0_nbo.sym.45,DB0-m2_o7_o7_f0_nbo.sym.45,DB0-m3_o7_o7_f0_nbo.sym.48,primary,3,0.6053075717861089,0.3959965678975478,0.6035409616315213,0.5537935659159674,0.5981622833990502,0.6659999999999999,0.4499999999999985,0.5603587704761019,0.6659999999999999,group_e5c492681041bcda,DB0-m2_o7_o7_f0_nbo.sym.45 || DB0-m3_o7_o7_f0_nbo.sym.48,landfill-gas-vpsa,1.251813,1.111653,1.795581,True,True,True,0.78542,0.69238,1.173044,True,True,True,True,True,True,0.466393,0.419273,0.6225370000000001,0.419273,0.6225370000000001,True,True
DB0-m2_o7_o7_f0_nbo.sym.45 || DB0-m3_o7_o7_f0_nbo.sym.48,DB0-m3_o7_o7_f0_nbo.sym.48,DB0-m2_o7_o7_f0_nbo.sym.45,DB0-m2_o7_o7_f0_nbo.sym.45,DB0-m3_o7_o7_f0_nbo.sym.48,metal_substitution,composition_clean_coordination_pending,stringent,nbo,3D framework,Zn,Cu,12.0,12.0,1.0,0.0181592271535832,0.0118798970369264,0.0181062288489456,0.0276896782957983,0.0299081141699525,0.0199799999999999,0.0134999999999999,ARCMOF_20241004/DB0-m3_o7_o7_f0_nbo.sym.48_repeat.cif,ok,Zn,12.0,4;4;4;4;4;4;4;4;4;4;4;4,4;4;4;4;4;4;4;4;4;4;4;4,True,276.0,276.0,0.0,,ARCMOF_20241004/DB0-m2_o7_o7_f0_nbo.sym.45_repeat.cif,ok,Cu,12.0,4;4;4;4;4;4;4;4;4;4;4;4,4;4;4;4;4;4;4;4;4;4;4;4,True,324.0,324.0,0.0,,coordination_compatible,Cu <-> Zn,,,,,,,DB0-m3_o7_o7_f0_nbo.sym.48,DB0-m2_o7_o7_f0_nbo.sym.45,DB0-m2_o7_o7_f0_nbo.sym.45,DB0-m3_o7_o7_f0_nbo.sym.48,primary,3,0.6053075717861089,0.3959965678975478,0.6035409616315213,0.5537935659159674,0.5981622833990502,0.6659999999999999,0.4499999999999985,0.5603587704761019,0.6659999999999999,group_e5c492681041bcda,DB0-m2_o7_o7_f0_nbo.sym.45 || DB0-m3_o7_o7_f0_nbo.sym.48,methane-storage-psa,14.80145,12.98132,,True,True,False,14.220241,12.832094,,True,True,False,True,True,False,0.5812090000000012,0.1492260000000005,,0.1492260000000005,,True,
