path,bytes,sha256
figures/supplementary/Figure_S04_Robustness_Geometry_Sensitivity.png,274462,e6b6ba679823edf2db1c95429f4f9b1f5cd0b970a7a490a86d399c3221778bd1
figures/supplementary/Figure_S05_Structural_Geometry_Control.pdf,56008,a01ab3d1c3122f1cff663c9043ac53ffb41083591bc1104968c31cfa172b74ae
figures/supplementary/Figure_S05_Structural_Geometry_Control.png,159134,f9c0614590259673ad9d9d629a636486ab318e05e1ac452a9661fdd4b9b04546
figures/supplementary/Figure_S06_RASPA_Eight_Pair_Detail.pdf,59349,19ef8dfb410cd9fae655f3dcedbe39b4f79433c6257390adca690fa4abad1d69
figures/supplementary/Figure_S06_RASPA_Eight_Pair_Detail.png,208382,8bef057d9717bdfe2468e31531ed88991caa479db214e03319740828c9ad83b5
provenance/publication_figures/FIGURE_SOURCE_HASH_MAP.csv,12159,cfff10cda8774985a5d16633b23ca0d526e002a1a292ac37ab4eb3434f3cb466
provenance/publication_figures/manifests/Figure_01_manifest.json,1501,12fc5323d8db9e4827c87e6f3e7b16ca74af3601915eebd1cdf316f725dc53d3
provenance/publication_figures/manifests/Figure_02_manifest.json,1855,e16a706a357d01441a359aa0bab81f4987d8d24c0d95a0543ca41a67369cd5e8
provenance/publication_figures/manifests/Figure_03_manifest.json,1504,819bf7322208cd015907c76ce29f0f24a7c0de2b81db42c6dc87a07cb4c53445
provenance/publication_figures/manifests/Figure_04_manifest.json,1677,22c8992026e64f927f54d78f8ef9e75456feb503e67a723904869d266b0327ce
provenance/publication_figures/manifests/Figure_06_manifest.json,1386,69abc2371841997c3fb088d1981808780d2e0754d94241c428953747905ab05c
provenance/publication_figures/manifests/Figure_S01_manifest.json,1433,6fbfab1f8d25f266e0d001cbb0793518bb6395ba03a80f2dd148ebe3020fa0d1
provenance/publication_figures/manifests/Figure_S02_manifest.json,1576,81ade98355ef3a100fd297399c6163761299a857b91f24726231f51fd3ca1c9a
provenance/publication_figures/manifests/Figure_S03_manifest.json,1588,4b5ad4c24b1201ffadb6a33aaff313053ebac4db96d282b3c984c08ef559f462
provenance/publication_figures/manifests/Figure_S04_manifest.json,2552,ff764bb0780610390eb53179980e10ade074c4481a2f12d969b4d6022c885ca4
provenance/publication_figures/manifests/Figure_S05_manifest.json,1247,3a4344e1ea3fc5a44978acd3bb41d41bc351fda5b6ceb37df1e078a8379d8a03
provenance/publication_figures/manifests/Figure_S06_manifest.json,1397,eb66f5c33c3ea7f6ead738081df750766a5dd7d8ccac2a3cc32c1feb3ed9e293
provenance/publication_figures/panel_sources/Figure_01_source_panel_A_SUPPORT.csv,244,f85ab7985bcf199c7c95d741ad88b4ad9aaf194c578599290fba351ed2c1c4d0
provenance/publication_figures/panel_sources/Figure_01_source_panel_B.csv,244,f85ab7985bcf199c7c95d741ad88b4ad9aaf194c578599290fba351ed2c1c4d0
provenance/publication_figures/panel_sources/Figure_01_source_panel_C.csv,1252,425c6a729f73606a27bb64e5a7182c0883a969dc29d9b73a76fdfce143f73206
provenance/publication_figures/panel_sources/Figure_01_source_panel_D.csv,153,3c78559039eca8ddbe0bb483d530f78688f38bf94b318c4bf34e6767407dc376
provenance/publication_figures/panel_sources/Figure_02_source_panel_A.csv,5690,4cf651efbc7db0e89ae45a3d64dd1db2a2eb1b8ee53d135790afc4c977adf577
provenance/publication_figures/panel_sources/Figure_02_source_panel_B.csv,6585,3fdca7a49504abe050345c7f1dab54390b8ebe0747af2ae90862c468bda4e817
provenance/publication_figures/panel_sources/Figure_02_source_panel_C.csv,7017,545792e59395f7c3ea57a25249ab4c823365a4a2cc3b74bafb28bf61b2ed93db
provenance/publication_figures/panel_sources/Figure_02_source_panel_D.csv,4818,98591fe1d91ec1d056684319f209c05844042046047a0d454d01c194061ea819
provenance/publication_figures/panel_sources/Figure_03_source_panel_A.csv,678,72563ed3a9a955232484e28abdefce2c3f069ee1c1e4dcb5ffae886ec8b5bda9
provenance/publication_figures/panel_sources/Figure_03_source_panel_B.csv,621,10b63b6dbe8ba889540b41cbf54c76ea9962ef28d40c6fbd6d36f0267c0126af
provenance/publication_figures/panel_sources/Figure_03_source_panel_C.csv,6498,708ab82de94ace365a45c2d6505dd021d329540306e3b075168d22177f4722f0
provenance/publication_figures/panel_sources/Figure_03_source_panel_D.csv,2058,ed5b94a1921abe82ef434d598c1eef2078303e6f53e1ed5692ba97d5cad5794a
provenance/publication_figures/panel_sources/Figure_04_source_panel_A.csv,1731,7fe41d72f81b2ee19f6b493b4b28a60e4d0110e9e810b16afe47f87188669fd0
provenance/publication_figures/panel_sources/Figure_04_source_panel_B.csv,1361,78286ca0fbf9cac4fef37c5ccb282aa413ea862412c09e9d2d7dc9426dfee28d
provenance/publication_figures/panel_sources/Figure_04_source_panel_C.csv,1173,bfd0b8d56f3569556abceba7b0e80a9e626e5d3da6e72905690fcb8eb820e434
provenance/publication_figures/panel_sources/Figure_04_source_panel_D.csv,957,4551d3bf6f960322692539494e66bd0833e82f36936d9cba2f9e24b20afb1e47
provenance/publication_figures/panel_sources/Figure_06_source_panel_A.csv,6978,a0c15ac224dfe6d671e1a6e9dcd6f2e6a608840254b7aa80785a398ca1737329
provenance/publication_figures/panel_sources/Figure_06_source_panel_B.csv,6978,a0c15ac224dfe6d671e1a6e9dcd6f2e6a608840254b7aa80785a398ca1737329
provenance/publication_figures/panel_sources/Figure_06_source_panel_C.csv,4351,25efdb2068f8adb25ba12f3859db601dd7ef2effd10eadf87fadb5327003964a
provenance/publication_figures/panel_sources/Figure_06_source_panel_D.csv,1464,006d8c4c295ec4d1ba7b17b8cd45f30146f0f347e70af69682ac6a0a4f2fc686
provenance/publication_figures/panel_sources/Figure_S01_source_panel_A.csv,8313,515d7351f68151e76ac095b2d822557a86810142356935a197810ae1fbd1f510
provenance/publication_figures/panel_sources/Figure_S01_source_panel_B.csv,8737,3728c511704271df3c334c4e9fb0c586d546c2a8d23247892555f1cbff39ceb3
provenance/publication_figures/panel_sources/Figure_S01_source_panel_C.csv,10025,12a472d363bff0dcd4b85ed25f5fd3c19938fb8e9abe35d4f7166287916a863b
provenance/publication_figures/panel_sources/Figure_S02_source_panel_A.csv,7017,545792e59395f7c3ea57a25249ab4c823365a4a2cc3b74bafb28bf61b2ed93db
provenance/publication_figures/panel_sources/Figure_S02_source_panel_B.csv,7365,7b34fcc662a0da73dce6f0c31b470c3b79cc566bbc537231f6e2285055b80ec0
provenance/publication_figures/panel_sources/Figure_S02_source_panel_C.csv,7017,545792e59395f7c3ea57a25249ab4c823365a4a2cc3b74bafb28bf61b2ed93db
provenance/publication_figures/panel_sources/Figure_S02_source_panel_D.csv,5178,0242e2ec60753f6deac4df1e82143a3a40916aa9d6d19094ab7748c7b89861d0
provenance/publication_figures/panel_sources/Figure_S03_source_panel_A.csv,6674,d1de966f7e3b04a784960fee68dd59ba2625885159a6c548bdd3f576a1f84fe8
provenance/publication_figures/panel_sources/Figure_S03_source_panel_B.csv,6166,176db0f639e341066963a0635b5fea2c7e59a638fcc360df5a41ecd434eb6cf2
provenance/publication_figures/panel_sources/Figure_S03_source_panel_C.csv,2800,e80a3215a940b540650804a8a013d2eb49ce1aa2481d89ea6361de6d1a03ead7
provenance/publication_figures/panel_sources/Figure_S03_source_panel_D.csv,2737,2ffc82b402c0577dfcc88ffd6bf9d3634da0691fc52a5b69a127ef38ad935937
provenance/publication_figures/panel_sources/Figure_S04_source_panel_A.csv,476,521e331d88eee733b1a20e0e75c71eee4922da8fb835672b5bfca15720fbee79
provenance/publication_figures/panel_sources/Figure_S04_source_panel_B.csv,161,76250d9fd96c4a4e55e100cf446d83840a2a1a892f6553b88cca4236583b9d72
provenance/publication_figures/panel_sources/Figure_S04_source_panel_C.csv,2634,cb0b467e7faea9e97bb8ee36a79fedaac7e530246ea4d1190a0bc6337842620d
provenance/publication_figures/panel_sources/Figure_S04_source_panel_D.csv,772,80f4ea3b5e4daaf82017e46eb8ea856a7be99e1c410f33399b73ee11d82a15b4
provenance/publication_figures/panel_sources/Figure_S04_source_panel_E.csv,986,19b903c70a12866a4c844c6ff677dfcbe9da57f972d202b3cf00a8653093e7ea
provenance/publication_figures/panel_sources/Figure_S04_source_panel_F.csv,4941,1c655dc64d84f9268cabde1e7594abf49340c69121830b9da744ae03b3caec7a
provenance/publication_figures/panel_sources/Figure_S05_source_panel_A.csv,1265,bbf0c36a73d7b3b382187ca9354776347af7c8325107ceb613f9a33ca33e6b6e
provenance/publication_figures/panel_sources/Figure_S05_source_panel_B.csv,501,31218c5df078dc3dc9a5c16e1250ca9b52333ee9dacd8af95e24dff0f12574e2
provenance/publication_figures/panel_sources/Figure_S06_source_panel_A.csv,705,2153337b9c4ba5315757b07c05b134a3922a819454a44c18e4684d9c890ac218
provenance/publication_figures/panel_sources/Figure_S06_source_panel_B.csv,4351,25efdb2068f8adb25ba12f3859db601dd7ef2effd10eadf87fadb5327003964a
provenance/publication_figures/panel_sources/Figure_S06_source_panel_C.csv,2661,6151f45251634726af080a5e663a8c77136d3ab446552b34285e2bcab896deaa
provenance/publication_figures/panel_sources/Figure_S06_source_panel_D.csv,2619,2dcc9814abc920e45cac14633701d203975ea6b8cd84d381cb2fb45af93f5037
provenance/publication_figures/raspa/final_mechanism_statistics.csv,608,f6888eab775e017220062cf7b9a06710038fbe08809dc200b276427e9a37229a
provenance/publication_figures/raspa/final_pair_statistics.csv,9064,097dd684176a9de3608a5bdd3772a76447c78b556ff770d6923e2eb967e7212c
provenance/publication_figures/raspa/framework_summary.csv,12610,94c93f0724c1f2d025577e306231ceb453798158637ed57418afb3b177ba1d53
provenance/publication_figures/raspa/pair_summary.csv,9606,53037907c0cae3634be1923a89399bdfd35d83208ce44245f90f754a44d50f9d
provenance/publication_figures/raspa/RASPA_CLOSURE_README.md,648,68ff99e538d1c4c722d7efb9ab62db1c9abd5453e11bb7c7a62ee7d67199083a
provenance/publication_figures/raspa/RASPA_CLOSURE_RUN_AUDIT.csv,139908,ebf50b250d1c460250bfeba592d8db129944de6df4980978a4fa9671bcfe5dac
provenance/publication_figures/README.md,798,8a43df466fb9d2ed99902e2ea3af51445383213b827a55fb48e622954d729562
validation/raspa/data/canonical/final_pair_statistics_publication.csv,22245,b1caef55675a723f5c5857c97933ce1abd109d1c35f9d141bc30f99fb289b644
validation/raspa/data/canonical/publication_orientation_audit.csv,1749,7546beb5b590199188bded1e24f6457530a5721670f35180455aca0e7ed308b2
validation/raspa/data/canonical/publication_pair_orientation.csv,1064,61fef63ed4a2006ad939e92dfff75b0709719f688636e4f81a2519e18650e9b6
validation/raspa/data/reproducibility/all_run_results.csv,68932,be2eba5daf912d19ab16d624067a330d40245168b150c2153b828d8920d22b39
validation/raspa/data/reproducibility/final_mechanism_statistics.csv,608,f6888eab775e017220062cf7b9a06710038fbe08809dc200b276427e9a37229a
validation/raspa/data/reproducibility/framework_summary.csv,12610,94c93f0724c1f2d025577e306231ceb453798158637ed57418afb3b177ba1d53
validation/raspa/data/reproducibility/pair_summary.csv,9606,53037907c0cae3634be1923a89399bdfd35d83208ce44245f90f754a44d50f9d
validation/raspa/data/reproducibility/RASPA_CLOSURE_RUN_AUDIT.csv,139908,ebf50b250d1c460250bfeba592d8db129944de6df4980978a4fa9671bcfe5dac
reproduce/figures/config.json,181,8dcaba5c77daa5ee67fae8fce7e0dcccced23e06363302f018031053d8778789
reproduce/figures/data/main/04_02_final_case_set.csv,4622,5e8cc002b767848321067febeb857823c615118533d0c17830e5e43c02dac24b
reproduce/figures/data/main/04_03_results.csv,9758,e6cc18bdae556700a54fea45e3b10f12fc4306bfc2cc4e16a6ac1be7df75e4d6
reproduce/figures/data/main/04_05_results.csv,18856,85b3440afe0ae04b13befca549041bdc1e5848c195eba2b96a1e47c35d43526f
reproduce/figures/data/main/04_05_summary.csv,768,b46d11f8ccd2ca7ed480bdbcb5484ed3d61766a5cd30c10c23ba8bf1b9de856c
reproduce/figures/data/main/04_caliper_sensitivity_support.csv,1262,579036090055629cec1ca08301baadc6403e17ebea101192f7abd8eb395ae609
reproduce/figures/data/main/04_candidate_process_results.csv,34906,d3e6b524be5dbbb655e3a8e7819e263904ac86a0630273484932216ef3ade5f2
reproduce/figures/data/main/04_corrected_effect_run_summary.csv,458,19c540a9dbaba4b38033843744b5a913cf65a4d226ba3a787e0c4caf4f8a7351
reproduce/figures/data/main/04_final_primary_pair_counts.csv,194,c13dd2b7d65956e77190d771e21950d13cbd2fa0a0c42cacb089b34a3dbc775f
reproduce/figures/data/main/04_heat_adsorption_condition_results.csv,19753,cc1ae1f29329c176c6b88c31bb24a1214d031cea31ad71fc0186b0e471ee0cda
reproduce/figures/data/main/04_heat_adsorption_pressure_results.csv,14807,b567276cb4bac47db345eae6b44629f3823f4ed0050fe4511603ec261b5edda3
reproduce/figures/data/main/04_process_translation_summary_final.csv,16403,1ca19c314dabb569ff96fa63f149d10dfe91f0061ef0357ab36b0687f4291b34
reproduce/figures/data/main/04_step3_same_chemistry_control_results.csv,25455,e6ca9c0823e739df68979ce783480bb76c308ee0d1592ba2011218f25455417e
reproduce/figures/data/main/04_step5b_symmetric_control_results.csv,29227,790b4df026379930029f6c9bba6742ee22bcd8d34a76ba6ebf8924c4d02c6005
reproduce/figures/data/raspa/all_run_results.csv,68932,be2eba5daf912d19ab16d624067a330d40245168b150c2153b828d8920d22b39
reproduce/figures/data/raspa/final_mechanism_statistics.csv,608,f6888eab775e017220062cf7b9a06710038fbe08809dc200b276427e9a37229a
reproduce/figures/data/raspa/final_pair_statistics.csv,9064,097dd684176a9de3608a5bdd3772a76447c78b556ff770d6923e2eb967e7212c
reproduce/figures/data/raspa/framework_summary.csv,12610,94c93f0724c1f2d025577e306231ceb453798158637ed57418afb3b177ba1d53
reproduce/figures/data/raspa/pair_summary.csv,9606,53037907c0cae3634be1923a89399bdfd35d83208ce44245f90f754a44d50f9d
reproduce/figures/data/raspa/RASPA_CLOSURE_RUN_AUDIT.csv,139908,ebf50b250d1c460250bfeba592d8db129944de6df4980978a4fa9671bcfe5dac
reproduce/figures/data/si/04_04_balance.csv,3750,f6eca5efde2e71da03167d6c6e50b33e7092ce047352f1180a3ceb5bbf81ba2a
reproduce/figures/data/si/04_04_family_exclusion_results.csv,34127,223cdcbe2af724382920048ce4a9a5c74d2fb39078999c5d82a98ceaeb6a995a
reproduce/figures/data/si/04_04_family_exclusion_summary.csv,856,9306dad61cffbd7a09c1a9a2cf7c45a375773d3edea6d42a58563d51b666c74c
reproduce/figures/data/si/04_reciprocal_covariance_matching_summary.csv,479,a143ef8d2814bf1d0b386e1f2ce47dcfbc73e480949531b037c8250891caa0a9
reproduce/figures/data/si/04_step1_topology_robustness_summary.csv,161,76250d9fd96c4a4e55e100cf446d83840a2a1a892f6553b88cca4236583b9d72
reproduce/figures/data/si/04_step2_residual_geometry_summary.csv,1081,a1a1bd553a90f767035f9be29b33921e6a3b7ceca8f0210437c9d4997cdbd4e5
reproduce/figures/data/si/adjustment__03_results.csv,9758,e6cc18bdae556700a54fea45e3b10f12fc4306bfc2cc4e16a6ac1be7df75e4d6
reproduce/figures/data/si/adjustment_summary__03_summary.csv,437,289e84a0a4dbd6e2378cbac4aba2602ea7732bc77d51312598204f5580259498
reproduce/figures/data/si/balance__04_balance.csv,3750,f6eca5efde2e71da03167d6c6e50b33e7092ce047352f1180a3ceb5bbf81ba2a
reproduce/figures/data/si/cases__02_final_case_set.csv,4622,5e8cc002b767848321067febeb857823c615118533d0c17830e5e43c02dac24b
reproduce/figures/data/si/charge__03_element_charge_summaries.csv,7193,bf2aec21e549c049002c18f289d66097d437e8345589e948a913f51820526f95
reproduce/figures/data/si/condition_scales__adsorption_condition_scales.csv,2172,694ab2e597cf4410abedec46b527c65114e55ead1d8871e8b4ea5e1c4f445190
reproduce/figures/data/si/controls_primary__step3_same_chemistry_control_results.csv,25455,e6ca9c0823e739df68979ce783480bb76c308ee0d1592ba2011218f25455417e
reproduce/figures/data/si/controls_symmetric__step5b_symmetric_control_results.csv,29227,790b4df026379930029f6c9bba6742ee22bcd8d34a76ba6ebf8924c4d02c6005
reproduce/figures/data/si/family__04_family_exclusion_summary.csv,856,9306dad61cffbd7a09c1a9a2cf7c45a375773d3edea6d42a58563d51b666c74c
reproduce/figures/data/si/guest__05_results.csv,18856,85b3440afe0ae04b13befca549041bdc1e5848c195eba2b96a1e47c35d43526f
reproduce/figures/data/si/guest_summary__05_summary.csv,768,b46d11f8ccd2ca7ed480bdbcb5484ed3d61766a5cd30c10c23ba8bf1b9de856c
reproduce/figures/data/si/heat_coverage__7B2_heat_pair_coverage.csv,9038,bfd277f16c38d2c33e13463579a7a987fd97b4d367566c5650a5d6c9588ab15b
reproduce/figures/data/si/hoa_condition__heat_adsorption_condition_results.csv,19753,cc1ae1f29329c176c6b88c31bb24a1214d031cea31ad71fc0186b0e471ee0cda
reproduce/figures/data/si/hoa_pressure__heat_adsorption_pressure_results.csv,14807,b567276cb4bac47db345eae6b44629f3823f4ed0050fe4511603ec261b5edda3
reproduce/figures/data/si/process__process_translation_summary_final.csv,16403,1ca19c314dabb569ff96fa63f149d10dfe91f0061ef0357ab36b0687f4291b34
reproduce/figures/data/si/Table_S01_Condition_Coverage.csv,2418,78a8977507adb6512c4e5d4028d97aa6d24008705493cf167dc0d666af27be55
reproduce/figures/data/si/Table_S02_Control_Summary.csv,1264,958f43d92f2fab184dbf358854e25be892e08eda4049c33748282539cd3c4586
reproduce/figures/data/si/Table_S03_HOA_Summary.csv,473,8003acdcedd885caf566d8a67bf05fd8aeb4cf4c45dc825fe3fd9ff93cb6bcca
reproduce/figures/data/si/Table_S04_Guest_Specificity.csv,18366,2c657ed2072fda1d2f9018bfdfd00b241719cd2dcbea8da4b81ce5daad4fb469
reproduce/figures/data/si/Table_S05_Residual_Adjustment.csv,9345,dcb83fc40c6a9ab879e4b1e3e7093ed9a13001ddc0ca94c44c597a169fb7cd76
reproduce/figures/data/si/Table_S06_Balance.csv,3666,3a15da9932d2ac2add1a56cd40b67483f4565c88bae9712599690d33e0b3e1e6
reproduce/figures/data/si/Table_S07_Family_Exclusion.csv,820,5b0a1a77bd0b192c92a564008ed066ac0503a260272c45753fe327f0cf029580
reproduce/figures/data/si/Table_S08_Process_Translation.csv,10874,5aa9fa7f91431a1defea9e6a17699af93f28c95a8b913711fdf396e0e5f7fab5
reproduce/figures/data/si/Table_S09_Final_Cases_Charges.csv,929,1d88955e0f2e7b993aba655c64ee758c4e31b7fbab625e6561f600e50c5ef217
reproduce/figures/environment.yml,130,ef3a9afb386b1001a4bd3a8286823dc40eac80c0539fa2497df90a5b8c779faa
reproduce/figures/FIGURE_05_KEEP_EXISTING.txt,272,9e1c01c1a05972aad09ef3173ab3e142d442e17869b1a1a53f240c922c63c275
reproduce/figures/FINAL_FIGURE_ARCHITECTURE.csv,2933,c75ecff0ec0dbea303df4747071ca7739a06509e9a433386a975b3dfdc278a21
reproduce/figures/FINAL_FIGURE_PALETTE.json,499,767037fc13597b1e69209134b797d83365a09b0ac1f400649344fb78c38c9017
reproduce/figures/FINAL_FIGURE_STYLE_SPEC.md,2740,e3014e5ab74c20059a110d444b421d4609906355b38b9215c66905660fd225d2
reproduce/figures/manifests/all_files_sha256.csv,15390,33e818fb8adc0edd91fe7a993477d6983842c32702fc50a8fc2fcfb5b704bc57
reproduce/figures/manifests/figure_manifest_index.csv,625,a94a77789d23d4cfd66051b287c21dc2c00d56055b7307d848294b17c462ee39
reproduce/figures/PACKAGE_FIGURE_MAP.csv,1952,889eee5372ed0f4a41b4403277a3e50cac8f3c58fcc5b20396001427c6daf997
reproduce/figures/README.md,4495,922d300ad8bd34e51e1f1651db6a44d0c04ecb3a31a70772ddaaf6a9ec65002d
reproduce/figures/REFERENCE_FIGURE_REDESIGN_MANUAL.md,9174,08c99b52a4e1390a3e4e5e8b53264c189d1e8271379390dcf39ea9678a9e7ea4
reproduce/figures/render_all.py,1602,4732777e00587d04d3d459f43e55747b51a3527b957e6c8d94197984f1d00159
reproduce/figures/render_one.py,423,4725580aa5d5380e953a68aa18775d086fa4e76859fb08a063437016e372dd88
reproduce/figures/requirements.txt,40,b63aea5d6238472ccdd07a5fa41c45a7f62b98df8900d8c05344035431186cbd
reproduce/figures/src/__init__.py,39,1917403a4c1b519a7c5e7b3bac2cb1d3ffc2944ebd2041103ba10e6d51383b83
reproduce/figures/src/main_figures.py,31712,27500d3fb8573cd374876fed4be3ef0e053113a7a3805bb703d28f8878c218aa
reproduce/figures/src/package_tools.py,3015,82c67f1d9a8e3d4d16304243e0f05995e37910c784b30d7a04008d1871152ffd
reproduce/figures/src/si_figures.py,27018,bd5d9ee237010afd30b83867c6d9282f1dea79fe52cdd27b4613e742b5a2899d
reproduce/figures/src/style.py,7258,6544574dd45dbd28c0cbb0ff176809f0073e12367b3e541795ed4eac8922eec3
reproduce/figures/src/utils.py,2835,5459ab614ac532802221c191b396a43acc63ab18364640953e733479b36bbda4
