"repository_path","size_bytes","sha256","inclusion_reason"
"data/figure_source_data/Figure_01/04_inspection_manifest.json","837","90dcfee16d8f24f2c6d2dc017bd725466502e4a798a7d9d7e57fb4a9139753a9","Verified small processed data/metadata asset or data documentation"
"data/figure_source_data/Figure_02/04_03_results.csv","9758","e6cc18bdae556700a54fea45e3b10f12fc4306bfc2cc4e16a6ac1be7df75e4d6","Verified small processed data/metadata asset or data documentation"
"data/figure_source_data/Figure_02/04_heat_adsorption_condition_results.csv","19753","cc1ae1f29329c176c6b88c31bb24a1214d031cea31ad71fc0186b0e471ee0cda","Verified small processed data/metadata asset or data documentation"
"data/figure_source_data/Figure_02/04_step3_same_chemistry_control_results.csv","25455","e6ca9c0823e739df68979ce783480bb76c308ee0d1592ba2011218f25455417e","Verified small processed data/metadata asset or data documentation"
"data/figure_source_data/Figure_02/04_step5b_symmetric_control_results.csv","29227","790b4df026379930029f6c9bba6742ee22bcd8d34a76ba6ebf8924c4d02c6005","Verified small processed data/metadata asset or data documentation"
"data/figure_source_data/Figure_03/04_05_results.csv","18856","85b3440afe0ae04b13befca549041bdc1e5848c195eba2b96a1e47c35d43526f","Verified small processed data/metadata asset or data documentation"
"data/figure_source_data/Figure_03/04_05_summary.csv","768","b46d11f8ccd2ca7ed480bdbcb5484ed3d61766a5cd30c10c23ba8bf1b9de856c","Verified small processed data/metadata asset or data documentation"
"data/figure_source_data/Figure_03/04_heat_adsorption_pressure_results.csv","14807","b567276cb4bac47db345eae6b44629f3823f4ed0050fe4511603ec261b5edda3","Verified small processed data/metadata asset or data documentation"
"data/figure_source_data/Figure_04/04_04_balance.csv","3750","f6eca5efde2e71da03167d6c6e50b33e7092ce047352f1180a3ceb5bbf81ba2a","Verified small processed data/metadata asset or data documentation"
"data/figure_source_data/Figure_04/04_04_family_exclusion_results.csv","34127","223cdcbe2af724382920048ce4a9a5c74d2fb39078999c5d82a98ceaeb6a995a","Verified small processed data/metadata asset or data documentation"
"data/figure_source_data/Figure_04/04_04_family_exclusion_summary.csv","856","9306dad61cffbd7a09c1a9a2cf7c45a375773d3edea6d42a58563d51b666c74c","Verified small processed data/metadata asset or data documentation"
"data/figure_source_data/Figure_04/04_reciprocal_covariance_matching_summary.csv","479","a143ef8d2814bf1d0b386e1f2ce47dcfbc73e480949531b037c8250891caa0a9","Verified small processed data/metadata asset or data documentation"
"data/figure_source_data/Figure_04/04_step1_topology_robustness_summary.csv","161","76250d9fd96c4a4e55e100cf446d83840a2a1a892f6553b88cca4236583b9d72","Verified small processed data/metadata asset or data documentation"
"data/figure_source_data/Figure_04/04_step2_residual_geometry_summary.csv","1081","a1a1bd553a90f767035f9be29b33921e6a3b7ceca8f0210437c9d4997cdbd4e5","Verified small processed data/metadata asset or data documentation"
"data/figure_source_data/Figure_05/04_02_final_case_frameworks.csv","1928","9bd7fc9adbf6e5e3fcf733c9031739e400b0d79c9469015ec561afb04174ffc7","Verified small processed data/metadata asset or data documentation"
"data/figure_source_data/Figure_05/04_02_final_case_set.csv","4622","5e8cc002b767848321067febeb857823c615118533d0c17830e5e43c02dac24b","Verified small processed data/metadata asset or data documentation"
"data/figure_source_data/Figure_05/04_03_element_charge_summaries.csv","7193","bf2aec21e549c049002c18f289d66097d437e8345589e948a913f51820526f95","Verified small processed data/metadata asset or data documentation"
"data/figure_source_data/Figure_05/04_03_framework_charge_summaries.csv","1828","afa633a1c11b4843171e96b82c3d994495e5df9514ee018f17c5dd8d35e45935","Verified small processed data/metadata asset or data documentation"
"data/figure_source_data/Figure_05/04_03_pair_charge_contrasts.csv","1885","11bf86f7feff98aaf9cc5001d50f70e52c0b16a2a793acf73ef85040a513d980","Verified small processed data/metadata asset or data documentation"
"data/figure_source_data/Figure_05/04_candidate_adsorption_conditions.csv","112878","6d89da1ebe19258b14433da6172a3fe8f8dff76a96cbfaafeca96768fe4f750a","Verified small processed data/metadata asset or data documentation"
"data/figure_source_data/Figure_05/04_candidate_pair_audit.csv","8013","c2ce9aaae38452b2ff651c1bfa9a62586a30f30ecc3420d438a22ca353cd686c","Verified small processed data/metadata asset or data documentation"
"data/figure_source_data/Figure_05/04_candidate_process_results.csv","34906","d3e6b524be5dbbb655e3a8e7819e263904ac86a0630273484932216ef3ade5f2","Verified small processed data/metadata asset or data documentation"
"data/figure_source_data/Figure_06/04_02_final_case_set.csv","4622","5e8cc002b767848321067febeb857823c615118533d0c17830e5e43c02dac24b","Verified small processed data/metadata asset or data documentation"
"data/figure_source_data/Figure_06/04_candidate_process_results.csv","34906","d3e6b524be5dbbb655e3a8e7819e263904ac86a0630273484932216ef3ade5f2","Verified small processed data/metadata asset or data documentation"
"data/figure_source_data/Figure_06/04_process_translation_summary_final.csv","16403","1ca19c314dabb569ff96fa63f149d10dfe91f0061ef0357ab36b0687f4291b34","Verified small processed data/metadata asset or data documentation"
"data/README.md","1199","77d7f4503641208e068f8ff6cec839953e8684378d97dc83386569f063c73f67","Verified small processed data/metadata asset or data documentation"
"data/si_source_data/adjustment__03_results.csv","9758","e6cc18bdae556700a54fea45e3b10f12fc4306bfc2cc4e16a6ac1be7df75e4d6","Verified small processed data/metadata asset or data documentation"
"data/si_source_data/adjustment_summary__03_summary.csv","437","289e84a0a4dbd6e2378cbac4aba2602ea7732bc77d51312598204f5580259498","Verified small processed data/metadata asset or data documentation"
"data/si_source_data/balance__04_balance.csv","3750","f6eca5efde2e71da03167d6c6e50b33e7092ce047352f1180a3ceb5bbf81ba2a","Verified small processed data/metadata asset or data documentation"
"data/si_source_data/cases__02_final_case_set.csv","4622","5e8cc002b767848321067febeb857823c615118533d0c17830e5e43c02dac24b","Verified small processed data/metadata asset or data documentation"
"data/si_source_data/charge__03_element_charge_summaries.csv","7193","bf2aec21e549c049002c18f289d66097d437e8345589e948a913f51820526f95","Verified small processed data/metadata asset or data documentation"
"data/si_source_data/condition_scales__adsorption_condition_scales.csv","2172","694ab2e597cf4410abedec46b527c65114e55ead1d8871e8b4ea5e1c4f445190","Verified small processed data/metadata asset or data documentation"
"data/si_source_data/controls_primary__step3_same_chemistry_control_results.csv","25455","e6ca9c0823e739df68979ce783480bb76c308ee0d1592ba2011218f25455417e","Verified small processed data/metadata asset or data documentation"
"data/si_source_data/controls_symmetric__step5b_symmetric_control_results.csv","29227","790b4df026379930029f6c9bba6742ee22bcd8d34a76ba6ebf8924c4d02c6005","Verified small processed data/metadata asset or data documentation"
"data/si_source_data/family__04_family_exclusion_summary.csv","856","9306dad61cffbd7a09c1a9a2cf7c45a375773d3edea6d42a58563d51b666c74c","Verified small processed data/metadata asset or data documentation"
"data/si_source_data/guest__05_results.csv","18856","85b3440afe0ae04b13befca549041bdc1e5848c195eba2b96a1e47c35d43526f","Verified small processed data/metadata asset or data documentation"
"data/si_source_data/guest_summary__05_summary.csv","768","b46d11f8ccd2ca7ed480bdbcb5484ed3d61766a5cd30c10c23ba8bf1b9de856c","Verified small processed data/metadata asset or data documentation"
"data/si_source_data/heat_coverage__7B2_heat_pair_coverage.csv","9038","bfd277f16c38d2c33e13463579a7a987fd97b4d367566c5650a5d6c9588ab15b","Verified small processed data/metadata asset or data documentation"
"data/si_source_data/hoa_condition__heat_adsorption_condition_results.csv","19753","cc1ae1f29329c176c6b88c31bb24a1214d031cea31ad71fc0186b0e471ee0cda","Verified small processed data/metadata asset or data documentation"
"data/si_source_data/hoa_pressure__heat_adsorption_pressure_results.csv","14807","b567276cb4bac47db345eae6b44629f3823f4ed0050fe4511603ec261b5edda3","Verified small processed data/metadata asset or data documentation"
"data/si_source_data/process__process_translation_summary_final.csv","16403","1ca19c314dabb569ff96fa63f149d10dfe91f0061ef0357ab36b0687f4291b34","Verified small processed data/metadata asset or data documentation"
"data/si_source_data/Table_S01_Condition_Coverage.csv","2418","78a8977507adb6512c4e5d4028d97aa6d24008705493cf167dc0d666af27be55","Verified small processed data/metadata asset or data documentation"
"data/si_source_data/Table_S02_Control_Summary.csv","1264","958f43d92f2fab184dbf358854e25be892e08eda4049c33748282539cd3c4586","Verified small processed data/metadata asset or data documentation"
"data/si_source_data/Table_S03_HOA_Summary.csv","473","8003acdcedd885caf566d8a67bf05fd8aeb4cf4c45dc825fe3fd9ff93cb6bcca","Verified small processed data/metadata asset or data documentation"
"data/si_source_data/Table_S04_Guest_Specificity.csv","18366","2c657ed2072fda1d2f9018bfdfd00b241719cd2dcbea8da4b81ce5daad4fb469","Verified small processed data/metadata asset or data documentation"
"data/si_source_data/Table_S05_Residual_Adjustment.csv","9345","dcb83fc40c6a9ab879e4b1e3e7093ed9a13001ddc0ca94c44c597a169fb7cd76","Verified small processed data/metadata asset or data documentation"
"data/si_source_data/Table_S06_Balance.csv","3666","3a15da9932d2ac2add1a56cd40b67483f4565c88bae9712599690d33e0b3e1e6","Verified small processed data/metadata asset or data documentation"
"data/si_source_data/Table_S07_Family_Exclusion.csv","820","5b0a1a77bd0b192c92a564008ed066ac0503a260272c45753fe327f0cf029580","Verified small processed data/metadata asset or data documentation"
"data/si_source_data/Table_S08_Process_Translation.csv","10874","5aa9fa7f91431a1defea9e6a17699af93f28c95a8b913711fdf396e0e5f7fab5","Verified small processed data/metadata asset or data documentation"
"data/si_source_data/Table_S09_Final_Cases_Charges.csv","929","1d88955e0f2e7b993aba655c64ee758c4e31b7fbab625e6561f600e50c5ef217","Verified small processed data/metadata asset or data documentation"
"data/step4_case_chemistry/phase2c/phase2c_figure5_integration_decision_map.csv","2927","621851f5009fbc0eda387684d97885d81a9cd0894fafbb8f85694b2bc68d6352","Verified small processed data/metadata asset or data documentation"
"data/step4_case_chemistry/phase2c/phase2c_framework_local_chemistry_summary.csv","4969","4974ddfe618170d1fb9af0d7231601576cb184e39eaeef5250e8996a9111534f","Verified small processed data/metadata asset or data documentation"
"data/step4_case_chemistry/phase2c/phase2c_interpretation_boundaries.csv","848","57194b1497c706d6f2bfc9e771d95fd32f31559f5def70850cc9f30d39a02332","Verified small processed data/metadata asset or data documentation"
"data/step4_case_chemistry/phase2c/phase2c_old_new_coordination_overlap_audit.csv","1139","65117b17e7b207f9bd70870faf00dfe697dee3f7c5cac0674e8ae83b66209ce9","Verified small processed data/metadata asset or data documentation"
"data/step4_case_chemistry/phase2c/phase2c_pair_case_chemistry_cards.csv","3763","758c0d03b87a54305187381db77059b3d4f63e14c8a855929cb72d989d5e3583","Verified small processed data/metadata asset or data documentation"
"data/step4_case_chemistry/phase2c/phase2c_summary.json","348","6738df39becc206bcaf3df24f46e1d487928b225fb2ff3bd420b3e0cec06a797","Verified small processed data/metadata asset or data documentation"
"data/step4_case_chemistry/phase2e/phase2e_case_manuscript_decision_map.csv","5455","603bf1eceaa76f4b6a97edeea5eb76cc393ed3ec68fbd9fdb1f2add50c111071","Verified small processed data/metadata asset or data documentation"
"data/step4_case_chemistry/phase2e/phase2e_closure_report.md","1877","7be44a1b87b7121557500813a51d2730e1becbe50643ec1056a85b499efaf6f5","Verified small processed data/metadata asset or data documentation"
"data/step4_case_chemistry/phase2e/phase2e_global_evidence_boundary_map.csv","1017","bda3c9f839a5c1de3390692bf5ae99cfef6a135ddd6bdd2fb610df7ca59b6d26","Verified small processed data/metadata asset or data documentation"
"data/step4_case_chemistry/phase2e/phase2e_summary.json","252","5c8bfd00215b85544c01449aa6ea98953c87ae0b38dd2976948c43c165471cd3","Verified small processed data/metadata asset or data documentation"
"environment/README.md","1169","70a24743546da3ca7eb9cb5eb5cbbc555957f73c38e1120ec52f9546d12870a4","Audited environment evidence documentation"
"figures/main/Figure_01.pdf","30555","36cdc11b509c7ff1b6e4937c148fce51a0b1a58309a63a99aefaca663c2b3465","Verified generated figure asset or figures documentation"
"figures/main/Figure_01.png","920689","95b0b8069725faaa0bb1d0c388b1aa6489229082a54d110384aef2860df854f1","Verified generated figure asset or figures documentation"
"figures/main/Figure_01.svg","99158","ae6c291c8cb622a48c9c6f98c915cf0c85fdc0a7fea22bbd210a260eb444dc9c","Verified generated figure asset or figures documentation"
"figures/main/Figure_02.pdf","50552","8e3f0787ce0b962abd442e5a3ecc653fc69bf771acec9878960f58105b2013bc","Verified generated figure asset or figures documentation"
"figures/main/Figure_02.png","1078008","2ebe5a6635e63b16c9eb673814214416ce5a18929c95dd8dbb64101c7a394112","Verified generated figure asset or figures documentation"
"figures/main/Figure_02.svg","284368","c4fa8758ff6b2a63e0e45d467634504aa0c953a2ade79f889674e5a44d7cb35e","Verified generated figure asset or figures documentation"
"figures/main/Figure_03.pdf","44356","b3447fe3750e2f6ad034a9dbf940aac097db94f2d4c5e70fc9574e3dff18e260","Verified generated figure asset or figures documentation"
"figures/main/Figure_03.png","694582","963849aeebf79dcb935843da046f647fbb88ba1f2e304d430cb1c4c3f590f67c","Verified generated figure asset or figures documentation"
"figures/main/Figure_03.svg","160581","601176975826435e96c99ca03fa8f555b910cb70cfe20f71f96253ff0a046c8f","Verified generated figure asset or figures documentation"
"figures/main/Figure_04.pdf","42352","15d87698c23db3ebce52544c5d5a3e65280a0812334e7cca5039df88c1577f1d","Verified generated figure asset or figures documentation"
"figures/main/Figure_04.png","1087238","c5de1ab64261e0260c19fafc5595c3a9c8957f7178ce7cce8c0e411ca66c04c4","Verified generated figure asset or figures documentation"
"figures/main/Figure_04.svg","135071","66a488fd65e093466a56b66a4c83b806334c6cc09dd93ee49ccf0596428a0788","Verified generated figure asset or figures documentation"
"figures/main/Figure_05.pdf","118540","56424aa3774cb709a1b94cc895390a320b33b22d5ebe3a2a7ab267472916802f","Verified generated figure asset or figures documentation"
"figures/main/Figure_05.png","2819508","04f0e9804e2d62081836d3dab7bd3107d60d059d1cb631b76c37acc0d62eb09f","Verified generated figure asset or figures documentation"
"figures/main/Figure_05.svg","582540","f4e72f3040fcf6129edeb5b8c915e8f4dbf00c1dc1b7cb851d9e4a4553743b6c","Verified generated figure asset or figures documentation"
"figures/main/Figure_06.pdf","33893","7429933a99e0fe0738dbcc5c16e4df6742a85a4945fb22b3534891e6534f2e2c","Verified generated figure asset or figures documentation"
"figures/main/Figure_06.png","522669","dd3c8342cc8bb311d808e4cb705fe677178449d78230c3b664f6bc9d20120a2b","Verified generated figure asset or figures documentation"
"figures/main/Figure_06.svg","95344","89104aa893c386a3f4021a6bd43146b89a3513ed5dd5734cf9f0258895e41170","Verified generated figure asset or figures documentation"
"figures/README.md","587","6c94839d5b345db43dfa87d9120600c2f474ca52d74a0193a155093fb8db3eaa","Verified generated figure asset or figures documentation"
"figures/supplementary/Figure_S01_Additional_Controls.pdf","59172","b3d133eddfb3d1d80d1f27946d3af484c081cd1737211dc8d63bbbc56bdefed0","Verified generated figure asset or figures documentation"
"figures/supplementary/Figure_S01_Additional_Controls.png","261422","c19c21c33d381dfbfafd82661016d08837932b5b7a5aa1de61957af9822b9f39","Verified generated figure asset or figures documentation"
"figures/supplementary/Figure_S02_HOA_Associations.pdf","46326","98483c53d5448d5c5ab8a7be3753fa547c2380a5d3807a159f22bf97ad73b237","Verified generated figure asset or figures documentation"
"figures/supplementary/Figure_S02_HOA_Associations.png","213840","85945e1d9dcb6451268d2b8936bfeeb488d50acbdd50f9ab05a90ce1d602fc26","Verified generated figure asset or figures documentation"
"figures/supplementary/Figure_S03_Guest_Pressure_Specificity.pdf","44650","ba7e2ef0f41c8045718b553677b2bbcf6f40a2e62353d045bf5f4e4690463b1f","Verified generated figure asset or figures documentation"
"figures/supplementary/Figure_S03_Guest_Pressure_Specificity.png","821757","276b6e1755bb6470ed0ddd05e38260834f335c1031f1d468e6ccc27c37baf2fe","Verified generated figure asset or figures documentation"
"provenance/01_inventory_report.csv","4587848","c259e8fe8c94da4ea33b6ee2bb6edcc5c2ad36374a83e11f2862d5dca0747d7f","Audit, hash, manifest, or provenance asset"
"provenance/02_reproducibility_assets.md","16003","e3fb0fffc03e364bf3421e5cab8c1323ae6a80653f1fa67ed84ad4b830f51412","Audit, hash, manifest, or provenance asset"
"provenance/03_inclusion_exclusion.md","2496","fb0c95c5769494481a835b6fb5d30168f3daf363272dcc1354f0743026d03530","Audit, hash, manifest, or provenance asset"
"provenance/availability_matrix.csv","1276","d88698ab5d3cf54598d6d5b4d298f3759d686c59b3ccd28976bba62fe8c863b8","Audit, hash, manifest, or provenance asset"
"provenance/figure_06_manifest.json","4321","60d1c0db7c589b195fa2740126ad77373c7417dc748aa774f102ca176578675d","Audit, hash, manifest, or provenance asset"
"provenance/figure_07_manifest.json","2649","5bd6fba96d1e3252484270455af3b545edaa5db5efdad9a2ba7ee93f1b44a466","Audit, hash, manifest, or provenance asset"
"provenance/frozen_run_manifest.json","359","71098b12fe14b65d40d77a8066c60a9085825eae48f9a4c944d63d71e560d00c","Audit, hash, manifest, or provenance asset"
"provenance/output_hash_manifest.csv","32119","ee6b2f3dea603f2c989f6e83cb105b0ebd1497ed7fcf73e3b36c1f72e938bf4b","Audit, hash, manifest, or provenance asset"
"provenance/phase0_frozen_input_inventory.csv","46383","e60f1d3c98a97e1710e3a4ad51f535805160691f3ec574ef217daef32368dde0","Audit, hash, manifest, or provenance asset"
"provenance/phase0_manifest.json","307","d7580c3af8aeae461bf705656586dfe81dd6b2d1272e2f2baa0885fec9f335a5","Audit, hash, manifest, or provenance asset"
"provenance/phase2a_toolchain.json","1096","67a6850047693c506a50a695e2e38e0d9588b5569e38fbfed28779438df7007b","Audit, hash, manifest, or provenance asset"
"provenance/raw_data_sha256.csv","3321","2458ac4c60123ed8e8d051a1f6804d9f49ea416b25687e28ae501fec6d7e880b","Audit, hash, manifest, or provenance asset"
"provenance/README.md","2337","102c4d80a93192f8f4faba38230179cfb64fc8188dbf19a19320afaa74a86647","Audit, hash, manifest, or provenance asset"
"README.md","5474","4bf5d34582b2cc005a58cf18f99f248f87a6546b6767eedaefb4e94fd31d857c","Repository-level documentation or ignore policy"
"scripts/README.md","1251","15b60a2e26e4ba4b9786019261ebcb82b205f16693f68db89c9a544411a8aef9","Inspected workflow source or scripts documentation"
"scripts/step1/01_build_cohort.py","13729","098dcb428a7db2ea330eea7bb72719bac0b7729ff6333aa96e1157c021af6e40","Inspected workflow source or scripts documentation"
"scripts/step1/02_extract_cif_chemistry.py","11242","041c223378ded47b4674c40a36fb353335eadb219661731dd1ba3a6a2a3d481b","Inspected workflow source or scripts documentation"
"scripts/step1/03_build_candidate_pairs.py","12789","4159263a6a4ed794cdbf2bcd74671fca13bd3fbd8567655da90cf3ed5feee5c4","Inspected workflow source or scripts documentation"
"scripts/step1/04_check_metal_coordination.py","10953","8f169185270c5a2756811bb32e610565b5e29f516826248ec2304b919aebc107","Inspected workflow source or scripts documentation"
"scripts/step1/05_group_related_pairs.py","9130","34de40622675328e2fbcb46ef4123580ea208ddce511825e09721c97b54934d8","Inspected workflow source or scripts documentation"
"scripts/step1/06_integrate_adsorption.py.py","6804","5739bb8cac35d4e6a7ac5132ab314ed37d0113ac20b638a8d7dddea3b3070e35","Inspected workflow source or scripts documentation"
"scripts/step1/07_analyze_adsorption_contrasts.py","14366","d2269565a389ae7d96300fe616c28f40534847f112d76f11a02c1550ab2f59ef","Inspected workflow source or scripts documentation"
"scripts/step1/08_analyze_unordered_metal_changes.py","9072","cb70c0e889db02af49aa53f1c59e0baf5e64e4b5db614b7f418d53d1a200d6d4","Inspected workflow source or scripts documentation"
"scripts/step1/09_build_reciprocal_matches.py","14117","905a7a5d38d2e1747ddfa162a06d7dd6d3bbc0c069972e89b8bcdd3de4481e29","Inspected workflow source or scripts documentation"
"scripts/step1/10_test_matching_robustness.py","15365","24a56d2c3ae55b6681d7adfe4b293e0e2683dc3c7b4c2d2cfa2eb66b0a203bc8","Inspected workflow source or scripts documentation"
"scripts/step1/11_audit_topology_sources.py","8901","e71c8ea2334ff6f861265f74623766b9ee8bd4c62277f96a6d188f466929d7cd","Inspected workflow source or scripts documentation"
"scripts/step1/12_test_topology_robustness.py","7178","321fbbeb6a4e020ea6c2d817559c9ada35dde7fc956aea98a17f8e12d98760b1","Inspected workflow source or scripts documentation"
"scripts/step1/13_test_residual_geometry.py","10271","ed18b152a13a88775decc0c693a0483e61208bf927827b9a679d437a575f897b","Inspected workflow source or scripts documentation"
"scripts/step1/14_test_geometry_limits.py","22101","e0c484325fb306c8a1330358b7cb2560fc9bded9c3a8ada60c42485fd2bbcd21","Inspected workflow source or scripts documentation"
"scripts/step1/15_define_primary_pairs.py","7811","878c17d69a08583bff1550551b949cfef09f368b76085b7ebb9f66e87164b415","Inspected workflow source or scripts documentation"
"scripts/step1/16_build_same_chemistry_controls.py","12606","7cf51c4476db0d934c19faf2cd97102105ad75a74108a094f71c80884d95cd7e","Inspected workflow source or scripts documentation"
"scripts/step1/17_compare_same_chemistry_controls.py","22502","fa64411e57672718c9f459a8cee6b69e15775a11f6beb924aa90c8b83f7e1ddf","Inspected workflow source or scripts documentation"
"scripts/step1/18_test_symmetric_control_matching.py","24671","b87c0fd903e79fe7f7a580db7a0709de2bc7bb174be914af77f1760b1259b007","Inspected workflow source or scripts documentation"
"scripts/step1/19_audit_boundary_cases.py","10690","a381184ba8224a6cb4087c9a087587d71ee477b93ad8fc0c4b01814118692ae8","Inspected workflow source or scripts documentation"
"scripts/step1/20_audit_process_data.py","14528","e099877925a69514458c4a17e11d694ba7dc3a4131a1d001a675b3863973a350","Inspected workflow source or scripts documentation"
"scripts/step1/21_analyze_process_translation.py","15898","a43b7a31db8982928569a02e65116e0a9211b0ca33f9b0c196117dc60faa9e48","Inspected workflow source or scripts documentation"
"scripts/step1/22_audit_working_capacity.py","9218","e2045ff8e2a39a5c791f913c3b68685125d8c614c343b93ab51b19d8786be550","Inspected workflow source or scripts documentation"
"scripts/step1/23_finalize_major_metal_results.py","12143","c08d5c8978ee61f9e9698309c18441c7acedff2514807d088f702725a6fa9bbd","Inspected workflow source or scripts documentation"
"scripts/step1/24_select_structure_cases.py","21523","3ac5fc4989cae5f0cd5efba5dd6e33065767ba0e1f172214ec6bbfebef273459","Inspected workflow source or scripts documentation"
"scripts/step1/25_inspect_structure_cases.py","18738","74d10f175ff413aa3b82799404881769e0526878adc86a9fdda49e2b20de4091","Inspected workflow source or scripts documentation"
"scripts/step1/RUN_STEP1.bat","3251","f06db92ceb00443fb57ada096d6e132345e270648262bbf7e85679c31b7ee276","Inspected workflow source or scripts documentation"
"scripts/step2/01_audit_heat_of_adsorption.py","14886","b6a38f3bb931785f8526e2b0ad40a0d37af5c572d052415fc512f810a629f414","Inspected workflow source or scripts documentation"
"scripts/step2/02_analyze_heat_adsorption_contrasts.py","16049","3690328d6aa27504508e160b22ffb1e5d5bd9620a61f2c4f40e58f41497fe828","Inspected workflow source or scripts documentation"
"scripts/step2/03_analyze_residual_geometry_adjustment.py","17238","919f43807ede9a4b67ec81961b480094ff6471dbd56d1b8ce020daf2d9972cdf","Inspected workflow source or scripts documentation"
"scripts/step2/04_audit_balance_and_family_dominance.py","13518","6bd628661309fab4b5d19de41b4c2a1819fd51bf9d85075eb7d89d2c4f5d6be7","Inspected workflow source or scripts documentation"
"scripts/step2/05_analyze_guest_specificity.py","12920","f3e5ee8b1f68d6132cc6a9c3bc1e8c735690f4a80f26cae55a99c5c4141389a9","Inspected workflow source or scripts documentation"
"scripts/step2/06_freeze_step2_claims.py","14753","655651430c60d64d99c2f3eb042604c7c2ae62a50509889f12a69f7e94a13c39","Inspected workflow source or scripts documentation"
"scripts/step3/01_prepare_final_case_selection.py","14620","64695eeddfc70e75a8753badbc0d9e97198db42dd2933495f4844298711e8ea5","Inspected workflow source or scripts documentation"
